905.7,-360.675,100000
792.5,-360.675,100000
679.3,-360.675,100000
566.1,-360.675,100000
452.9,-360.675,100000
339.7,-360.675,100000
226.5,-360.675,100000
113.3,-360.675,100000
0,-360.675,100000
-113.3,-360.675,100000
-226.5,-360.675,100000
-339.7,-360.675,100000
-452.9,-360.675,100000
-566.1,-360.675,100000
-679.3,-360.675,100000
-792.5,-360.675,100000
-905.7,-360.675,100000
-905.7,360.675,100000
-792.5,360.675,100000
-679.3,360.675,100000
-566.1,360.675,100000
-452.9,360.675,100000
-339.7,360.675,100000
-226.5,360.675,100000
-113.3,360.675,100000
0,360.675,100000
113.3,360.675,100000
226.5,360.675,100000
339.7,360.675,100000
452.9,360.675,100000
566.1,360.675,100000
679.3,360.675,100000
792.5,360.675,100000
905.7,360.675,100000
