Layer,qname,Si detector,LEF,Die BL x,Die BL y,Die BR x,Die BR y,Die TR x,Die TR y,Die TL x,Die TL y,Active BL x,Active BL y,Active BR x,Active BR y,Active TR x,Active TR y,Active TL x,Active TL y
U,QL-L3,L12-05-8,LEF-1-5,-546.9117399087353,-93.58558249003949,-626.8148061828152,-173.48864876411938,-570.2462636878914,-230.05719125904318,-490.3431974138115,-150.1541249849633,-547.0005701981219,-94.49465664560245,-625.9057320272523,-173.3998184747328,-570.1574333985047,-229.14811710348022,-491.25227156937444,-150.24295527434987
U,QL-L3,L12-05-7,LEF-1-5,-603.5863484208371,-36.91097397793766,-683.4894146949171,-116.81404025201755,-626.9208721999933,-173.38258274694138,-547.0178059259133,-93.47951647286149,-603.6751787102237,-37.82004813350062,-682.580340539354,-116.72520996263097,-626.8320419106067,-172.47350859137836,-547.9268800814763,-93.56834676224801
U,QL-L3,L12-05-6,LEF-1-5,-660.2609569329388,19.76363453416411,-740.1640232070188,-60.13943173991578,-683.595480712095,-116.70797423483958,-603.692414438015,-36.80490796075969,-660.3497872223254,18.85456037860115,-739.2549490514557,-60.0506014505292,-683.5066504227084,-115.79890007927662,-604.6014885935781,-36.89373825014627
U,QL-L3,L12-05-5,LEF-1-5,-716.9355654450405,76.43824304626588,-796.8386317191205,-3.4648232278140085,-740.2700892241967,-60.03336572273781,-660.3670229501167,19.869700551342078,-717.0243957344271,75.52916889070292,-795.9295575635574,-3.37599293842743,-740.1812589348101,-59.12429156717491,-661.2760971056797,19.780870261955442
U,QL-L3,L12-05-4,LEF-1-5,-773.6101739571425,133.11285155836777,-853.5132402312224,53.209785284287875,-796.9446977362986,-3.358757210635929,-717.0416314622187,76.54430906344396,-773.6990042465291,132.20377740280475,-852.6041660756594,53.2986155736744,-796.8558674469119,-2.4496830550730238,-717.9507056177815,76.45547877405733
U,QL-L3,L12-05-3,LEF-1-5,-830.2847824692442,189.78746007046954,-910.1878487433241,109.88439379638965,-853.6193062484003,53.31585130146584,-773.7162399743204,133.21891757554573,-830.3736127586308,188.87838591490652,-909.2787745877611,109.97322408577617,-853.5304759590138,54.224925457028746,-774.6253141298833,133.1300872861591
U,QL-L3,L12-05-2,LEF-1-5,-886.959390981346,246.4620685825713,-966.862457255426,166.55900230849142,-910.293914760502,109.99045981356761,-830.3908484864221,189.8935260876475,-887.0482212707325,245.5529944270083,-965.9533830998629,166.64783259787794,-910.2050844711155,110.89953396913052,-831.2999226419851,189.80469579826087
U,QL-L3,L12-05-1,LEF-1-5,-943.6339994934477,303.13667709467313,-1023.5370657675277,223.23361082059324,-966.9685232726039,166.66506832566944,-887.0654569985239,246.56813459974933,-943.7228297828342,302.2276029391101,-1022.6279916119646,223.32244110997976,-966.8796929832172,167.57414248123234,-887.9745311540869,246.4793043103627
U,QL-L3,L12-05-0,LEF-1-5,-1000.3086080055496,359.81128560677496,-1080.2116742796295,279.90821933269507,-1023.6431317847057,223.33967683777126,-943.7400655106258,303.24274311185115,-1000.3974382949361,358.90221145121194,-1079.3026001240664,279.9970496220816,-1023.554301495319,224.24875099333417,-944.6491396661886,303.1539128224645
U,QL-L3,L10-13-9,LEF-1-6,-456.9324020027471,-343.6538956566621,-536.835468276827,-423.556961930742,-480.2669257819032,-480.1255044256658,-400.3638595078233,-400.2224381515859,-457.02123229213373,-344.56296981222505,-535.926394121264,-423.4681316413554,-480.17809549251666,-479.2164302701028,-401.2729336633863,-400.31126844097247
U,QL-L3,L10-13-8,LEF-1-6,-513.6070105148489,-286.97928714456026,-593.5100767889288,-366.88235341864015,-536.941534294005,-423.45089591356395,-457.03846801992506,-343.54782963948406,-513.6958408042356,-287.8883613001233,-592.6010026333659,-366.7935231292536,-536.8527040046184,-422.541821758001,-457.9475421754881,-343.63665992887064
U,QL-L3,L10-13-7,LEF-1-6,-570.2816190269507,-230.30467863245846,-650.1846853010305,-310.2077449065383,-593.6161428061067,-366.7762874014622,-513.7130765320269,-286.8732211273823,-570.3704493163373,-231.21375278802145,-649.2756111454676,-310.1189146171518,-593.5273125167203,-365.8672132458992,-514.6221506875899,-286.9620514167689
U,QL-L3,L10-13-6,LEF-1-6,-626.9562275390524,-173.63007012035666,-706.8592938131324,-253.53313639443655,-650.2907513182085,-310.10167888936036,-570.3876850441286,-230.19861261528047,-627.0450578284391,-174.53914427591963,-705.9502196575695,-253.44430610504998,-650.201921028822,-309.1926047337974,-571.2967591996917,-230.28744290466705
U,QL-L3,L10-13-5,LEF-1-6,-683.6308360511542,-116.95546160825484,-763.5339023252341,-196.85852788233473,-706.9653598303104,-253.42707037725856,-627.0622935562304,-173.52400410317867,-683.7196663405409,-117.8645357638178,-762.6248281696712,-196.76969759294815,-706.8765295409239,-252.51799622169554,-627.9713677117935,-173.6128343925652
U,QL-L3,L10-13-4,LEF-1-6,-740.3054445632561,-60.280853096153066,-820.2085108373359,-140.18391937023296,-763.6399683424121,-196.75246186515676,-683.7369020683323,-116.84939559107687,-740.3942748526426,-61.18992725171603,-819.2994366817729,-140.09508908084638,-763.5511380530256,-195.8433877095938,-684.6459762238953,-116.93822588046345
U,QL-L3,L10-13-3,LEF-1-6,-796.9800530753578,-3.6062445840512964,-876.8831193494377,-83.50931085813119,-820.3145768545139,-140.077853353055,-740.411510580434,-60.1747870789751,-797.0688833647444,-4.5153187396142584,-875.9740451938746,-83.42048056874461,-820.2257465651273,-139.16877919749209,-741.3205847359969,-60.263617368361736
U,QL-L3,L10-13-2,LEF-1-6,-853.6546615874596,53.06836392805059,-933.5577278615394,-26.834702346029303,-876.9891853666156,-83.4032448409531,-797.0861190925358,-3.500178566873217,-853.7434918768463,52.15928977248757,-932.6486537059766,-26.74587205664278,-876.9003550772292,-82.4941706853902,-797.9951932480988,-3.589008856259852
U,QL-L3,L10-13-1,LEF-1-6,-910.3292700995614,109.74297244015236,-990.2323363736413,29.839906166072467,-933.6637938787175,-26.728636328851337,-853.7607276046376,53.17442994522855,-910.418100388948,108.83389828458934,-989.3232622180783,29.92873645545899,-933.574963589331,-25.819562173288432,-854.6698017602006,53.08559965584192
U,QL-L3,L10-13-0,LEF-1-6,-967.0038786116631,166.41758095225413,-1046.906944885743,86.51451467817424,-990.3384023908193,29.945972183250433,-910.4353361167393,109.84903845733032,-967.0927089010497,165.5085067966911,-1045.9978707301802,86.60334496756076,-990.2495721014327,30.855046338813338,-911.3444102723023,109.76020816794369
U,QL-L3,L10-05-9,LEF-1-7,-536.9768896330643,-423.69838328697926,-616.8799559071442,-503.6014495610591,-560.3114134122204,-560.1699920559829,-480.4083471381405,-480.26692578190307,-537.065719922451,-424.6074574425423,-615.9708817515813,-503.5126192716726,-560.222583122834,-559.2609179004199,-481.31742129370355,-480.3557560712897
U,QL-L3,L10-05-8,LEF-1-7,-593.6514981451661,-367.02377477487744,-673.554564419246,-446.9268410489573,-616.9860219243222,-503.4953835438811,-537.0829556502423,-423.59231726980124,-593.7403284345528,-367.9328489304405,-672.6454902636831,-446.8380107595708,-616.8971916349357,-502.58630938831817,-537.9920298058054,-423.6811475591879
U,QL-L3,L10-05-7,LEF-1-7,-650.3261066572679,-310.3491662627756,-730.2291729313478,-390.25223253685544,-673.660630436424,-446.8207750317793,-593.7575641623441,-366.9177087576995,-650.4149369466545,-311.2582404183387,-729.3200987757848,-390.163402247469,-673.5718001470375,-445.9117008762164,-594.6666383179071,-367.0065390470861
U,QL-L3,L10-05-6,LEF-1-7,-707.0007151693696,-253.67455775067384,-786.9037814434496,-333.5776240247537,-730.3352389485258,-390.1461665196775,-650.4321726744458,-310.24310024559765,-707.0895454587563,-254.58363190623686,-785.9947072878867,-333.48879373536715,-730.2464086591392,-389.2370923641146,-651.3412468300089,-310.3319305349843
U,QL-L3,L10-05-5,LEF-1-7,-763.6753236814715,-196.99994923857201,-843.5783899555513,-276.90301551265185,-787.0098474606276,-333.4715580075757,-707.1067811865477,-253.56849173349585,-763.7641539708582,-197.90902339413503,-842.6693157999885,-276.8141852232653,-786.9210171712411,-332.56248385201275,-708.0158553421107,-253.65732202288243
U,QL-L3,L10-05-4,LEF-1-7,-820.3499321935733,-140.32534072647024,-900.2529984676531,-220.22840700055008,-843.6844559727293,-276.7969494954739,-763.7813896986495,-196.89388322139405,-820.4387624829599,-141.23441488203326,-899.3439243120902,-220.13957671116356,-843.5956256833429,-275.887875339911,-764.6904638542126,-196.98271351078068
U,QL-L3,L10-05-3,LEF-1-7,-877.024540705675,-83.65073221436847,-956.927606979755,-163.5537984884483,-900.3590644848312,-220.1223409833721,-820.4559982107512,-140.21927470929228,-877.1133709950616,-84.5598063699315,-956.0185328241919,-163.4649681990618,-900.2702341954446,-219.21326682780926,-821.3650723663142,-140.30810499867897
U,QL-L3,L10-05-2,LEF-1-7,-933.6991492177768,-26.97612370226659,-1013.6022154918567,-106.87918997634642,-957.0336729969329,-163.44773247127023,-877.130606722853,-83.5446661971904,-933.7879795071635,-27.885197857829667,-1012.6931413362938,-106.79035968695996,-956.9448427075464,-162.53865831570738,-878.039680878416,-83.63349648657709
U,QL-L3,L10-05-1,LEF-1-7,-990.3737577298787,29.69848480983518,-1070.2768240039586,-50.204581464244654,-1013.7082815090347,-106.77312395916846,-933.8052152349549,-26.870057685088625,-990.4625880192652,28.789410654272103,-1069.3677498483955,-50.11575117485819,-1013.6194512196482,-105.86404980360561,-934.7142893905178,-26.958887974475317
U,QL-L3,L10-05-0,LEF-1-7,-1047.0483662419804,86.37309332193695,-1126.9514325160603,6.470027047857116,-1070.3828900211365,-50.09851544706669,-990.4798237470566,29.804550827013145,-1047.137196531367,85.46401916637387,-1126.0423583604975,6.55885733724358,-1070.29405973175,-49.18944129150384,-991.3888979026195,29.715720537626453
U,QL-L3,L08-08-7,LEF-1-8,-617.0213772633815,-503.7428709172964,-696.9244435374613,-583.6459371913763,-640.3559010425375,-640.2144796863001,-560.4528347684577,-560.3114134122202,-617.1102075527681,-504.6519450728594,-696.0153693818984,-583.5571069019896,-640.2670707531511,-639.3054055307371,-561.3619089240208,-560.4002437016068
U,QL-L3,L08-08-6,LEF-1-8,-673.6959857754833,-447.06826240519456,-753.5990520495632,-526.9713286792745,-697.0305095546394,-583.5398711741983,-617.1274432805595,-503.63680490011836,-673.7848160648699,-447.97733656075764,-752.6899778940002,-526.8824983898879,-696.9416792652528,-582.6307970186353,-618.0365174361225,-503.725635189505
U,QL-L3,L08-08-5,LEF-1-8,-730.370594287585,-390.39365389309273,-810.2736605616649,-470.2967201671727,-753.7051180667411,-526.8652626620965,-673.8020517926612,-446.9621963880166,-730.4594245769717,-391.3027280486558,-809.364586406102,-470.2078898777861,-753.6162877773546,-525.9561885065335,-674.7111259482243,-447.05102667740323
U,QL-L3,L08-08-4,LEF-1-8,-787.0452027996869,-333.71904538099096,-866.9482690737667,-413.6221116550709,-810.3797265788429,-470.1906541499947,-730.4766603047631,-390.28758787591477,-787.1340330890735,-334.628119536554,-866.0391949182037,-413.5332813656843,-810.2908962894564,-469.2815799944317,-731.3857344603261,-390.3764181653014
