-4.984,-165.091
-85.1,-84.975
-165.215,-4.86
-245.259,75.184
-325.304,155.229
-405.348,235.273
-485.393,315.318
-565.437,395.362
-645.482,475.407
-725.526,555.451
-668.852,612.126
-588.807,532.082
-508.763,452.037
-428.718,371.993
-348.674,291.948
-268.629,211.903
-188.585,131.859
-108.54,51.814
-28.425,-28.301
51.69,-108.416
131.735,-188.46
211.779,-268.505
291.824,-348.549
371.868,-428.594
451.913,-508.638
531.957,-588.683
612.002,-668.727
668.853,-611.876
588.808,-531.831
508.764,-451.787
428.719,-371.742
348.675,-291.698
268.63,-211.653
188.586,-131.609
108.541,-51.564
28.426,28.551
-51.689,108.666
-131.733,188.71
-211.778,268.755
-291.822,348.799
-371.867,428.844
-451.911,508.888
-531.956,588.933
-612,668.977
-555.326,725.652
-475.281,645.608
-395.237,565.563
-315.192,485.518
-235.148,405.474
-155.103,325.429
-75.059,245.385
4.986,165.341
85.101,85.225
165.216,5.11
245.261,-74.934
325.305,-154.979
405.35,-235.023
485.394,-315.068
565.439,-395.112
645.483,-475.157
725.528,-555.201
782.202,-498.527
702.158,-418.482
622.113,-338.438
542.069,-258.393
462.024,-178.349
381.98,-98.304
301.935,-18.26
221.891,61.785
141.775,141.9
61.66,222.015
-18.384,302.06
-98.429,382.104
-178.473,462.149
-258.518,542.193
-338.562,622.238
-418.607,702.282
-498.651,782.327
-441.977,839.001
-361.932,758.957
-281.888,678.912
-201.843,598.868
-121.799,518.823
-41.754,438.779
38.29,358.734
118.335,278.69
198.45,198.574
278.565,118.459
358.61,38.415
438.654,-41.63
518.699,-121.674
598.743,-201.719
678.788,-281.763
758.832,-361.808
838.877,-441.852
895.551,-385.178
815.507,-305.133
735.462,-225.089
655.418,-145.044
575.373,-65
495.329,15.045
415.284,95.089
335.24,175.134
255.125,255.249
175.01,335.364
94.965,415.409
14.921,495.453
-65.124,575.498
-145.168,655.542
-225.213,735.587
-305.257,815.631
-385.302,895.676
-328.627,952.35
-248.583,872.306
-168.538,792.261
-88.494,712.217
-8.449,632.172
71.595,552.128
151.64,472.083
231.684,392.039
311.799,311.924
391.914,231.809
471.959,151.764
552.004,71.719
632.048,-8.325
712.092,-88.37
792.137,-168.414
872.182,-248.459
952.226,-328.503
1008.901,-271.828
928.856,-191.784
848.812,-111.739
768.767,-31.695
688.723,48.35
608.678,128.394
528.634,208.439
448.589,288.483
368.474,368.598
288.359,448.714
208.314,528.758
128.27,608.803
48.225,688.847
-31.819,768.891
-111.864,848.936
-191.908,928.981
-271.953,1009.025
-215.278,1065.7
-135.234,985.655
-55.189,905.611
24.855,825.566
104.9,745.522
184.944,665.477
264.989,585.433
345.033,505.388
425.149,425.273
505.264,345.158
585.308,265.113
665.353,185.069
745.397,105.024
825.442,24.98
905.486,-55.065
985.531,-135.109
1065.575,-215.154
962.161,1.61
882.116,81.654
802.072,161.699
722.027,241.743
641.983,321.788
561.938,401.832
481.823,481.947
401.708,562.063
321.663,642.107
241.619,722.152
161.574,802.196
81.53,882.241
1.485,962.285
58.16,1018.96
138.204,938.915
218.249,858.871
298.293,778.826
378.338,698.782
458.382,618.737
538.498,538.622
618.613,458.507
698.657,378.462
778.702,298.418
858.746,218.373
938.791,138.329
1018.835,58.284
915.421,275.048
835.376,355.092
755.332,435.137
675.288,515.181
595.172,595.297
515.057,675.412
435.013,755.456
354.968,835.501
274.924,915.545
331.598,972.22
411.643,892.176
491.687,812.131
571.732,732.086
651.847,651.971
731.962,571.856
812.007,491.812
892.051,411.767
972.096,331.723
