Layer,qname,Si detector,LEF,Die BL x,Die BL y,Die BR x,Die BR y,Die TR x,Die TR y,Die TL x,Die TL y,Active BL x,Active BL y,Active BR x,Active BR y,Active TR x,Active TR y,Active TL x,Active TL y
Y,QL-R3,L10-18-4,LEF-2-6,566.1,-480.85,679.1,-480.85,679.1,-400.85,566.1,-400.85,566.8056250000001,-480.27000000000004,678.3943750000001,-480.27000000000004,678.3943750000001,-401.43000000000006,566.8056250000001,-401.43000000000006
Y,QL-R3,L10-18-3,LEF-2-6,566.1,-561.0,679.1,-561.0,679.1,-481.0,566.1,-481.0,566.8056250000001,-560.42,678.3943750000001,-560.42,678.3943750000001,-481.5799999999999,566.8056250000001,-481.5799999999999
Y,QL-R3,L10-18-2,LEF-2-6,566.1,-641.1500000000001,679.1,-641.1500000000001,679.1,-561.1500000000001,566.1,-561.1500000000001,566.8056250000001,-640.57,678.3943750000001,-640.57,678.3943750000001,-561.73,566.8056250000001,-561.73
Y,QL-R3,L10-18-1,LEF-2-6,566.1,-721.3000000000001,679.1,-721.3000000000001,679.1,-641.3000000000001,566.1,-641.3000000000001,566.8056250000001,-720.72,678.3943750000001,-720.72,678.3943750000001,-641.88,566.8056250000001,-641.88
Y,QL-R3,L10-18-0,LEF-2-6,566.1,-801.45,679.1,-801.45,679.1,-721.45,566.1,-721.45,566.8056250000001,-800.87,678.3943750000001,-800.87,678.3943750000001,-722.03,566.8056250000001,-722.03
Y,QL-R3,L10-17-9,LEF-2-7,679.3000000000001,-80.1,792.3000000000001,-80.1,792.3000000000001,-0.09999999999999432,679.3000000000001,-0.09999999999999432,680.0056250000001,-79.52,791.5943750000001,-79.52,791.5943750000001,-0.6799999999999926,680.0056250000001,-0.6799999999999926
Y,QL-R3,L10-17-8,LEF-2-7,679.3000000000001,-160.25,792.3000000000001,-160.25,792.3000000000001,-80.25,679.3000000000001,-80.25,680.0056250000001,-159.67,791.5943750000001,-159.67,791.5943750000001,-80.82999999999998,680.0056250000001,-80.82999999999998
Y,QL-R3,L10-17-7,LEF-2-7,679.3000000000001,-240.4,792.3000000000001,-240.4,792.3000000000001,-160.4,679.3000000000001,-160.4,680.0056250000001,-239.82,791.5943750000001,-239.82,791.5943750000001,-160.98,680.0056250000001,-160.98
Y,QL-R3,L10-17-6,LEF-2-7,679.3000000000001,-320.55,792.3000000000001,-320.55,792.3000000000001,-240.55,679.3000000000001,-240.55,680.0056250000001,-319.97,791.5943750000001,-319.97,791.5943750000001,-241.13000000000002,680.0056250000001,-241.13000000000002
Y,QL-R3,L10-17-5,LEF-2-7,679.3000000000001,-400.70000000000005,792.3000000000001,-400.70000000000005,792.3000000000001,-320.70000000000005,679.3000000000001,-320.70000000000005,680.0056250000001,-400.12000000000006,791.5943750000001,-400.12000000000006,791.5943750000001,-321.2800000000001,680.0056250000001,-321.2800000000001
Y,QL-R3,L10-17-4,LEF-2-7,679.3000000000001,-480.85,792.3000000000001,-480.85,792.3000000000001,-400.85,679.3000000000001,-400.85,680.0056250000001,-480.27000000000004,791.5943750000001,-480.27000000000004,791.5943750000001,-401.43000000000006,680.0056250000001,-401.43000000000006
Y,QL-R3,L10-17-3,LEF-2-7,679.3000000000001,-561.0,792.3000000000001,-561.0,792.3000000000001,-481.0,679.3000000000001,-481.0,680.0056250000001,-560.42,791.5943750000001,-560.42,791.5943750000001,-481.5799999999999,680.0056250000001,-481.5799999999999
Y,QL-R3,L10-17-2,LEF-2-7,679.3000000000001,-641.1500000000001,792.3000000000001,-641.1500000000001,792.3000000000001,-561.1500000000001,679.3000000000001,-561.1500000000001,680.0056250000001,-640.57,791.5943750000001,-640.57,791.5943750000001,-561.73,680.0056250000001,-561.73
Y,QL-R3,L10-17-1,LEF-2-7,679.3000000000001,-721.3000000000001,792.3000000000001,-721.3000000000001,792.3000000000001,-641.3000000000001,679.3000000000001,-641.3000000000001,680.0056250000001,-720.72,791.5943750000001,-720.72,791.5943750000001,-641.88,680.0056250000001,-641.88
Y,QL-R3,L10-17-0,LEF-2-7,679.3000000000001,-801.45,792.3000000000001,-801.45,792.3000000000001,-721.45,679.3000000000001,-721.45,680.0056250000001,-800.87,791.5943750000001,-800.87,791.5943750000001,-722.03,680.0056250000001,-722.03
Y,QL-R3,L08-05-7,LEF-2-8,792.5,-80.1,905.5,-80.1,905.5,-0.09999999999999432,792.5,-0.09999999999999432,793.205625,-79.52,904.7943750000001,-79.52,904.7943750000001,-0.6799999999999926,793.205625,-0.6799999999999926
Y,QL-R3,L08-05-6,LEF-2-8,792.5,-160.25,905.5,-160.25,905.5,-80.25,792.5,-80.25,793.205625,-159.67,904.7943750000001,-159.67,904.7943750000001,-80.82999999999998,793.205625,-80.82999999999998
Y,QL-R3,L08-05-5,LEF-2-8,792.5,-240.4,905.5,-240.4,905.5,-160.4,792.5,-160.4,793.205625,-239.82,904.7943750000001,-239.82,904.7943750000001,-160.98,793.205625,-160.98
Y,QL-R3,L08-05-4,LEF-2-8,792.5,-320.55,905.5,-320.55,905.5,-240.55,792.5,-240.55,793.205625,-319.97,904.7943750000001,-319.97,904.7943750000001,-241.13000000000002,793.205625,-241.13000000000002
Y,QL-R3,L08-05-3,LEF-2-8,792.5,-400.70000000000005,905.5,-400.70000000000005,905.5,-320.70000000000005,792.5,-320.70000000000005,793.205625,-400.12000000000006,904.7943750000001,-400.12000000000006,904.7943750000001,-321.2800000000001,793.205625,-321.2800000000001
Y,QL-R3,L08-05-2,LEF-2-8,792.5,-480.85,905.5,-480.85,905.5,-400.85,792.5,-400.85,793.205625,-480.27000000000004,904.7943750000001,-480.27000000000004,904.7943750000001,-401.43000000000006,793.205625,-401.43000000000006
Y,QL-R3,L08-05-1,LEF-2-8,792.5,-561.0,905.5,-561.0,905.5,-481.0,792.5,-481.0,793.205625,-560.42,904.7943750000001,-560.42,904.7943750000001,-481.5799999999999,793.205625,-481.5799999999999
Y,QL-R3,L08-05-0,LEF-2-8,792.5,-641.1500000000001,905.5,-641.1500000000001,905.5,-561.1500000000001,792.5,-561.1500000000001,793.205625,-640.57,904.7943750000001,-640.57,904.7943750000001,-561.73,793.205625,-561.73
Y,QL-R3,L08-18-7,LEF-2-9,905.7,-80.1,1018.7,-80.1,1018.7,-0.09999999999999432,905.7,-0.09999999999999432,906.4056250000001,-79.52,1017.9943750000001,-79.52,1017.9943750000001,-0.6799999999999926,906.4056250000001,-0.6799999999999926
Y,QL-R3,L08-18-6,LEF-2-9,905.7,-160.25,1018.7,-160.25,1018.7,-80.25,905.7,-80.25,906.4056250000001,-159.67,1017.9943750000001,-159.67,1017.9943750000001,-80.82999999999998,906.4056250000001,-80.82999999999998
Y,QL-R3,L08-18-5,LEF-2-9,905.7,-240.4,1018.7,-240.4,1018.7,-160.4,905.7,-160.4,906.4056250000001,-239.82,1017.9943750000001,-239.82,1017.9943750000001,-160.98,906.4056250000001,-160.98
Y,QL-R3,L08-18-4,LEF-2-9,905.7,-320.55,1018.7,-320.55,1018.7,-240.55,905.7,-240.55,906.4056250000001,-319.97,1017.9943750000001,-319.97,1017.9943750000001,-241.13000000000002,906.4056250000001,-241.13000000000002
Y,QL-R3,L08-18-3,LEF-2-9,905.7,-400.70000000000005,1018.7,-400.70000000000005,1018.7,-320.70000000000005,905.7,-320.70000000000005,906.4056250000001,-400.12000000000006,1017.9943750000001,-400.12000000000006,1017.9943750000001,-321.2800000000001,906.4056250000001,-321.2800000000001
Y,QL-R3,L08-18-2,LEF-2-9,905.7,-480.85,1018.7,-480.85,1018.7,-400.85,905.7,-400.85,906.4056250000001,-480.27000000000004,1017.9943750000001,-480.27000000000004,1017.9943750000001,-401.43000000000006,906.4056250000001,-401.43000000000006
Y,QL-R3,L08-18-1,LEF-2-9,905.7,-561.0,1018.7,-561.0,1018.7,-481.0,905.7,-481.0,906.4056250000001,-560.42,1017.9943750000001,-560.42,1017.9943750000001,-481.5799999999999,906.4056250000001,-481.5799999999999
Y,QL-R3,L08-18-0,LEF-2-9,905.7,-641.1500000000001,1018.7,-641.1500000000001,1018.7,-561.1500000000001,905.7,-561.1500000000001,906.4056250000001,-640.57,1017.9943750000001,-640.57,1017.9943750000001,-561.73,906.4056250000001,-561.73
Y,QL-L2,L12-41-11,LEF-4-1,-113.1,-85.1,-0.09999999999999432,-85.1,-0.09999999999999432,-5.099999999999994,-113.1,-5.099999999999994,-112.394375,-84.52,-0.805624999999992,-84.52,-0.805624999999992,-5.679999999999993,-112.394375,-5.679999999999993
Y,QL-L2,L12-41-10,LEF-4-1,-113.1,-165.25,-0.09999999999999432,-165.25,-0.09999999999999432,-85.25,-113.1,-85.25,-112.394375,-164.67,-0.805624999999992,-164.67,-0.805624999999992,-85.82999999999998,-112.394375,-85.82999999999998
Y,QL-L2,L12-41-9,LEF-4-1,-113.1,-245.4,-0.09999999999999432,-245.4,-0.09999999999999432,-165.4,-113.1,-165.4,-112.394375,-244.82,-0.805624999999992,-244.82,-0.805624999999992,-165.98,-112.394375,-165.98
Y,QL-L2,L12-41-8,LEF-4-1,-113.1,-325.55,-0.09999999999999432,-325.55,-0.09999999999999432,-245.55,-113.1,-245.55,-112.394375,-324.97,-0.805624999999992,-324.97,-0.805624999999992,-246.13000000000002,-112.394375,-246.13000000000002
Y,QL-L2,L12-41-7,LEF-4-1,-113.1,-405.70000000000005,-0.09999999999999432,-405.70000000000005,-0.09999999999999432,-325.70000000000005,-113.1,-325.70000000000005,-112.394375,-405.12000000000006,-0.805624999999992,-405.12000000000006,-0.805624999999992,-326.2800000000001,-112.394375,-326.2800000000001
Y,QL-L2,L12-41-6,LEF-4-1,-113.1,-485.85,-0.09999999999999432,-485.85,-0.09999999999999432,-405.85,-113.1,-405.85,-112.394375,-485.27000000000004,-0.805624999999992,-485.27000000000004,-0.805624999999992,-406.43000000000006,-112.394375,-406.43000000000006
Y,QL-L2,L12-41-5,LEF-4-1,-113.1,-566.0,-0.09999999999999432,-566.0,-0.09999999999999432,-486.0,-113.1,-486.0,-112.394375,-565.42,-0.805624999999992,-565.42,-0.805624999999992,-486.5799999999999,-112.394375,-486.5799999999999
Y,QL-L2,L12-41-4,LEF-4-1,-113.1,-646.1500000000001,-0.09999999999999432,-646.1500000000001,-0.09999999999999432,-566.1500000000001,-113.1,-566.1500000000001,-112.394375,-645.57,-0.805624999999992,-645.57,-0.805624999999992,-566.73,-112.394375,-566.73
Y,QL-L2,L12-41-3,LEF-4-1,-113.1,-726.3000000000001,-0.09999999999999432,-726.3000000000001,-0.09999999999999432,-646.3000000000001,-113.1,-646.3000000000001,-112.394375,-725.72,-0.805624999999992,-725.72,-0.805624999999992,-646.88,-112.394375,-646.88
Y,QL-L2,L12-41-2,LEF-4-1,-113.1,-806.45,-0.09999999999999432,-806.45,-0.09999999999999432,-726.45,-113.1,-726.45,-112.394375,-805.87,-0.805624999999992,-805.87,-0.805624999999992,-727.03,-112.394375,-727.03
