452.9,-921.725
452.9,-881.65
339.7,-921.725
226.5,-921.725
113.3,-921.725
0,-921.725
0,-886.65
-113.3,-921.725
-226.5,-921.725
-339.7,-921.725
-452.9,-921.725
-452.9,-881.65
-452.9,-841.575
-339.7,-841.575
-226.5,-841.575
-113.3,-841.575
0,-841.575
113.3,-841.575
226.5,-841.575
339.7,-841.575
452.9,-841.575
679.3,-761.425
679.3,-721.35
566.1,-761.425
452.9,-761.425
339.7,-761.425
226.5,-761.425
113.3,-761.425
0,-761.425
-113.3,-761.425
-226.5,-761.425
-339.7,-761.425
-452.9,-761.425
-566.1,-761.425
-679.3,-761.425
-679.3,-721.35
-679.3,-681.275
-566.1,-681.275
-452.9,-681.275
-339.7,-681.275
-226.5,-681.275
-113.3,-681.275
0,-681.275
113.3,-681.275
226.5,-681.275
339.7,-681.275
452.9,-681.275
566.1,-681.275
679.3,-681.275
905.7,-601.125
792.5,-601.125
679.3,-601.125
566.1,-601.125
452.9,-601.125
339.7,-601.125
226.5,-601.125
113.3,-601.125
0,-601.125
-113.3,-601.125
-226.5,-601.125
-339.7,-601.125
-452.9,-601.125
-566.1,-601.125
-679.3,-601.125
-792.5,-601.125
-905.7,-601.125
-905.7,-520.975
-792.5,-520.975
-679.3,-520.975
-566.1,-520.975
-452.9,-520.975
-339.7,-520.975
-226.5,-520.975
-113.3,-520.975
0,-520.975
113.3,-520.975
226.5,-520.975
339.7,-520.975
452.9,-520.975
566.1,-520.975
679.3,-520.975
792.5,-520.975
905.7,-520.975
905.7,-440.825
792.5,-440.825
679.3,-440.825
566.1,-440.825
452.9,-440.825
339.7,-440.825
226.5,-440.825
113.3,-440.825
0,-440.825
0,-405.75
-113.3,-440.825
-226.5,-440.825
-339.7,-440.825
-452.9,-440.825
-566.1,-440.825
-679.3,-440.825
-792.5,-440.825
-905.7,-440.825
-905.7,-360.675
-905.7,-320.6
-792.5,-360.675
-679.3,-360.675
-566.1,-360.675
-452.9,-360.675
-452.9,-320.6
-339.7,-360.675
-226.5,-360.675
-113.3,-360.675
0,-360.675
113.3,-360.675
226.5,-360.675
339.7,-360.675
452.9,-360.675
452.9,-320.6
566.1,-360.675
679.3,-360.675
792.5,-360.675
905.7,-360.675
905.7,-320.6
905.7,-280.525
792.5,-280.525
679.3,-280.525
566.1,-280.525
452.9,-280.525
339.7,-280.525
226.5,-280.525
113.3,-280.525
0,-280.525
-113.3,-280.525
-226.5,-280.525
-339.7,-280.525
-452.9,-280.525
-566.1,-280.525
-679.3,-280.525
-792.5,-280.525
-905.7,-280.525
-905.7,-200.375
-792.5,-200.375
-679.3,-200.375
-566.1,-200.375
-452.9,-200.375
-339.7,-200.375
-226.5,-200.375
-113.3,-200.375
0,-200.375
113.3,-200.375
226.5,-200.375
339.7,-200.375
452.9,-200.375
566.1,-200.375
679.3,-200.375
792.5,-200.375
905.7,-200.375
905.7,-120.225
792.5,-120.225
679.3,-120.225
566.1,-120.225
452.9,-120.225
339.7,-120.225
226.5,-120.225
113.3,-120.225
0,-120.225
0,-85.15
-113.3,-120.225
-226.5,-120.225
-339.7,-120.225
-452.9,-120.225
-566.1,-120.225
-679.3,-120.225
-792.5,-120.225
-905.7,-120.225
-905.7,-40.075
-905.7,0
-792.5,-40.075
-679.3,-40.075
-566.1,-40.075
-566.1,0
-452.9,-40.075
-339.7,-40.075
-226.5,-40.075
-113.3,-40.075
-113.3,0
0,-40.075
113.3,-40.075
113.3,0
226.5,-40.075
339.7,-40.075
452.9,-40.075
566.1,-40.075
566.1,0
679.3,-40.075
792.5,-40.075
905.7,-40.075
905.7,0
905.7,40.075
792.5,40.075
679.3,40.075
566.1,40.075
452.9,40.075
339.7,40.075
226.5,40.075
113.3,40.075
0,40.075
0,85.15
-113.3,40.075
-226.5,40.075
-339.7,40.075
-452.9,40.075
-566.1,40.075
-679.3,40.075
-792.5,40.075
-905.7,40.075
-905.7,120.225
-792.5,120.225
-679.3,120.225
-566.1,120.225
-452.9,120.225
-339.7,120.225
-226.5,120.225
-113.3,120.225
0,120.225
113.3,120.225
226.5,120.225
339.7,120.225
452.9,120.225
566.1,120.225
679.3,120.225
792.5,120.225
905.7,120.225
905.7,200.375
792.5,200.375
679.3,200.375
566.1,200.375
452.9,200.375
339.7,200.375
226.5,200.375
113.3,200.375
0,200.375
-113.3,200.375
-226.5,200.375
-339.7,200.375
-452.9,200.375
-566.1,200.375
-679.3,200.375
-792.5,200.375
-905.7,200.375
-905.7,280.525
-905.7,320.6
-792.5,280.525
-679.3,280.525
-566.1,280.525
-452.9,280.525
-452.9,320.6
-339.7,280.525
-226.5,280.525
-113.3,280.525
0,280.525
113.3,280.525
226.5,280.525
339.7,280.525
452.9,280.525
452.9,320.6
566.1,280.525
679.3,280.525
792.5,280.525
905.7,280.525
905.7,320.6
905.7,360.675
792.5,360.675
679.3,360.675
566.1,360.675
452.9,360.675
339.7,360.675
226.5,360.675
113.3,360.675
0,360.675
0,405.75
-113.3,360.675
-226.5,360.675
-339.7,360.675
-452.9,360.675
-566.1,360.675
-679.3,360.675
-792.5,360.675
-905.7,360.675
-905.7,440.825
-792.5,440.825
-679.3,440.825
-566.1,440.825
-452.9,440.825
-339.7,440.825
-226.5,440.825
-113.3,440.825
0,440.825
113.3,440.825
226.5,440.825
339.7,440.825
452.9,440.825
566.1,440.825
679.3,440.825
792.5,440.825
905.7,440.825
905.7,520.975
792.5,520.975
679.3,520.975
566.1,520.975
452.9,520.975
339.7,520.975
226.5,520.975
113.3,520.975
0,520.975
-113.3,520.975
-226.5,520.975
-339.7,520.975
-452.9,520.975
-566.1,520.975
-679.3,520.975
-792.5,520.975
-905.7,520.975
-905.7,601.125
-792.5,601.125
-679.3,601.125
-566.1,601.125
-452.9,601.125
-339.7,601.125
-226.5,601.125
-113.3,601.125
0,601.125
113.3,601.125
226.5,601.125
339.7,601.125
452.9,601.125
566.1,601.125
679.3,601.125
792.5,601.125
905.7,601.125
679.3,681.275
679.3,721.35
566.1,681.275
452.9,681.275
339.7,681.275
226.5,681.275
113.3,681.275
0,681.275
-113.3,681.275
-226.5,681.275
-339.7,681.275
-452.9,681.275
-566.1,681.275
-679.3,681.275
-679.3,721.35
-679.3,761.425
-566.1,761.425
-452.9,761.425
-339.7,761.425
-226.5,761.425
-113.3,761.425
0,761.425
113.3,761.425
226.5,761.425
339.7,761.425
452.9,761.425
566.1,761.425
679.3,761.425
452.9,841.575
452.9,881.65
339.7,841.575
226.5,841.575
113.3,841.575
0,841.575
0,886.65
-113.3,841.575
-226.5,841.575
-339.7,841.575
-452.9,841.575
-452.9,881.65
-452.9,921.725
-339.7,921.725
-226.5,921.725
-113.3,921.725
0,921.725
113.3,921.725
226.5,921.725
339.7,921.725
452.9,921.725
